Text,hashtag,Translated Text
sesiapa berdekatan nak buat fix montly income ...bleh ar roger fb dier nieh,[],Anyone nearby wants to fix Montly Income ... bleh ar roger fb dier nieh
foodpanda dah bleh order pm tepi,[],Foodpanda has ordered PM edge
ritu baru je jumpa member di langkawi. dia baru beli kneepad panjang ke keting dan glove alax rider race motorcross. dia kata buat pergi ulang balik kerja. once dah eksiden luka parah bagai...gasak dia beli natang tu buat safety,[],He just met a member in Langkawi. He just bought a long kneepad to the Keling and Glove Alax Rider Race Motorcross. He said he made it back to work. Once he had a serious injury ... he bought it for a safety
kat mane nieh?,[],kat mane nieh?
bukan semua orang boleh...bertuah engkau bro. jaga dia elok...kredit: hippohepi,[],Not everyone can ... lucky you bro. Take care of her ... Credit: Hippohepi
hidup adalah satu perjuangan. kredit : khairul manaf follow,[],Life is a struggle. Credit: Khairul Manaf Follow
bagi medal ar kat mamat nie,[],For Medal Ar Kat Mamat Nie
lagi rider panda maut,[],More deadly panda rider
alamak...dah le riders bangsar selalu delivery kat ppr nieh,[],oh my ... dah le riders bangsar always delivery kat ppr nieh
rider zone mane tueh,[],rider zone mane tueh
nie mesti hang yang pakai kan,[],Nie must hang on to use
"dah jam pagi. last order untuk pagi nie. dlm jarak cam nie, sedang gua dok tengok handphone usha alamat customer...then gua perhatikan rumah teres nie nak tengok numbering...tetiba nampak sekujur tubuh tegak kaki kat tong sampah tue. kat situ gelap.siyes tergamam kejap.",[],"It's morning. Last order for this morning. In the distance of the cam, I was looking at the usha handphone of the customer's address ... then I looked at the terrace house to see the numbers ... suddenly saw a whole body in the trash can. It was dark."
"dah jam pagi. awek nie masih berjaga. respect sebab tabah mengharungi hari sebagai rider. walaupun kasar, aku salute. hujan panas selamber redah...",[],"It's morning. It's still awake. Respect for being steadfast in the day as a rider. Although rough, I salute. The hot rains are red ..."
ntah cammane ...gua dapat deliver kfc ke rumah di pj area. ikutkan info kat apps nama stock bani melayu..bila tengok rumah nie based alamat kat apps dah betoi dah. tapi awat rumah cina?tetiba ada awek bertudung keluar. rupanya rumah nenek dier dan awek tue mualaf. ooooooo,[],ntah cammane ... i can deliver kfc home in pj area. Follow the info on the Name of the Bani Stock Name .. But the Chinese house? Apparently grandma's house and busty tue mualaf. ooooooo
dier ingat anak muda je ...warga emas nak sara anak bini x sebut plak,[],dier remembers young people ... senior citizens want to say x plaque
langsung tak sama. hahaaha,[],It's not the same. hahaaha
rider kawasan mane the eh,[],rider area mane the eh
sama macam sape tue,[],Just like sape tue
top rider nie...,[],Top rider nie ...
aik... customer bleh order ke delivery mcd benda takde dalam apps mcd?,[],aik ... customer bleh order to delivery mcd thing in apps mcd?
scoot scoot...ewaah,[],scoot scoot ... ewaah
ritu rider lalamove dapat order beli nombor ekor...kali nie panda dapat order belikan condom plak...halalala...customer nie kan..jentik telo tue kang,[],ritu rider lalamove can order buy tail number ... this time the panda can order the plaque condom ... halalala ... customer nie kan..jentik telo tue kang
"wow...tengah pickup order kat kfc jalan u ...tersempak dengan sorang mamay nie tengah repair tepon kat meja kfc. wow...bleh repair face to face. so , pada para riders yang teponnye kaputt bleh roger fahmi di",[],"Wow ... in the middle of pickup order at KFC's road ... I was hit by a mamay nie in the middle of a call to the KFC desk. Wow ... bleh repair face to face. So, to the riders who tapennye kaputt bleh roger fahmi at"
hanya sehengget dua puloh sen kat eon lg tropicana mall damansara. quick way to save your lunch budget rider,"['tropicanamall', 'tropicana', 'damansara', 'aeonmall', 'aeon']",Only a little bit of a penny in the Tropicana Mall Damansara. quick way to save your lunch budget rider
jom berzumbatarikh : hb july masa : malam,"['pj', 'pjstate', 'petalingjaya', 'fitness', 'zumba', 'exercise']",Let's go: HB July Time: Night
semalam sweet indian girl staff kfc berikan ayam kfc tuk gua makan. hari nie sorang customer panda indian guy..berikan tips tuk gua. ramai je indian family yang baikx termasuk kawanx gua time sekolah dulu.,[],Yesterday sweet Indian girl staff KFC gave KFC chicken to eat. Today is a customer of Panda Indian guy ... give me some tips. Many of the Indian families are good including my school time.
antara alamat yg agak seram nak deliver nak tengah malam nie,[],Some of the most scary addresses to deliver midnight
yang motor dah jahanam tue mungkin kaedah nie boleh cuba tuk delivery,[],The motorcycle is already a tue maybe this method can try delivery
menunggu order....,[],Waiting for order ....
kadangx rasa nak buat delivery pakai skooter cam nie je...parking je kat memane...,[],Sometimes it feels like a delivery with a skooter cam nie je ... Parking je kapak ...
baru hari lepas rider kita eksiden di ldp..kali nie plak eksiden berlaku untuk saudara ilmi. takziah dari saya untuk ilmi.,[],Just last day our rider was incident at the LDP..that was a plaque for the scientist. My condolences for scientific.
kekadang kesian juga...,[],Sometimes it hurts too ...
tak baek tau usik guard mcm nie...korang rider hantar makanan jgn camnie tau,[],I don't know how to get a guard mcm nie ...
menunggu cc response ....,[],Waiting for CC Response ....
kepad rider yang mengalami masalah nak install apps roadrunner kat ios bleh cuba setting cam nie kat menu iphone-------------------solution -------------------setting&gt;general&gtevice management&gt;tekan volo apps&gt;click trusted,[],To the rider who has trouble installing an apps roadrunner in iOS bleh try setting cam nie on the iPhone menu ------------------- Solution ----------- -------- Setting & gt; General & Gtevice Management & Gt; Press Volo Apps & Gt; Click Trusted
lagi kemalangan berlaku di area subang. melibatkan rider grab pula . sumber : az subang,[],More accidents occurred in the Subang area. Involves rider grabs. Source: Az Subang
tahu x pe. udah le chat ngan diorang lembap nak mampus,[],know x pe. It's just a chat to be damp to die
out of sudden i've flagged as break status ...i've issue to release from break.. first customer center unable to release me...for somehow..later they can release me... piss off,[],Out of Sudden I have flagged as break status ... I've been issued to release from break .. first customer center unable to release me ... for somehow..later they can release me ... piss off
adoiyai...,[],Adoiyai ...
iye le ..harey toi. aku tengah kalut terlupa bawa phone lagi satu ..,[],Iye le ..harey toi. I'm in the middle of forgetting to bring another phone ..
achtung riders!apps panda tak bleh accept order di vendor. order kureng le malam nie. sumber : new rider bangsar,[],Achtung riders! Panda apps do not accept orders in vendors. Order kureng le tonight. Source: New Rider Bangsar
wow wee...awek ke tu,[],Wow wee ...
lagi kes kemalangan dikalangan rider kita. malang tak berbau..berlanggar ngan batu jalan.berlaku di kawasan giant shah alam. hati-hati kawanx semua. risiko kemalangan tidak mengenal waktu dan tempat,[],"More cases of accidents among our riders. Unfortunately, it smells like a road. Be careful of all. The risk of accident does not recognize time and place"
aikk...bukan lnd bangsar pishang ke...siap si nash baring atas tembok depan mcd,[],aikk ... not lnd bangsar pishang to ... ready nash lay on the front wall of mcd
jom saksikan bagaimana kehidupan biasa rider food panda ... via,"['mate10', 'fooddelivery', 'food', 'huawei', 'food']",Let's see how the usual life of Rider Food Panda ... via
oii main kawasan mana tue..macam padu je,[],oii play where the area is ...
fyi uncle..utr nie percent terbanyak dlm itemize kiraan untuk batch...kalo jatuh batch sikit ar duit dapat for per delivery...lepas tue putih mata jadual takde sebab jadual lain batch teratas sebat jadual awal lagi,[],fyi uncle..utr nie percent of the most in itemize count for batch ... if the batch of a little money can be for per delivery ... then white tue the table is not due to the top batch of the top batch of the table again
"la..baru tahu ke uncle...padahal dah bnyk kes berlaku.abes tue nak buat cane.utk panda delivery nie,% dikira utk maintain batch yg melibatkan upah buat delivery yg dikenali sbg utr. semakin cepat settle delivery, semakin naik/maintain batch. dah ada kematian baru nak bukak mata",[],"La..new to uncle ... but the case has happened.Abes tue want to make cane.utk panda delivery nie,% is calculated to maintain batches involving wages for delivery known as utr. The sooner to settle the delivery, the more up/maintain the batch. There is already a new death to open your eyes"
certain bank detected for banking transaction,[],CERTAIN BANK DETECTED FOR BANKING TRANSACTION
kalo naik lift ke tingkat mcd mid valley tue ramai orang dlm lift tue...paham paham la yeak,[],If you take the elevator to the McD Mid Valley level there are many people in the elevator ...
problem with ewallet transactions,[],Problem with Ewallet Transactions
dear pandar rider..are you ok ?,[],Dear Pandar Rider..are you ok?
amacam? padu?,[],Amacam? solid?
oii sape rider selalu buat cam nie eh...dah ada duit kecik tue kasi jer la balance... nie member fb gua yang post status nieh,[],oii sape rider always for cam nie eh ... there is a little money because it is a balance ... nie member fb me who post status nieh
jika kita rasa pekerjaan delivery nie susah...ada lagi yang lagi susah. nak bawak baby untuk delivery...sekejap menangis panas..kejap berak..kejap lapar..dengan risiko nak eksidennye...kalo bujang xpe le..,[],If we think the delivery work is hard ... there is something more difficult. Want to bring a baby for delivery ... for a moment crying hot ... it's a hungry ... hungry ... with the risk of having an incident ... if single xpe le ..
be like this man,[],BE LIKE THIS MAN
"dear . why mcd kl sentral are so suck giving away ""bekas telo"" to rider. i cant digest this cost saving technique since pjs area and bangsar jalan telawi are giving away full drink base to riders.",[],"Dear. Why McD KL Sentral are so suck giving away ""Telo"" to rider. I cant digest this cost saving technique since PJS area and Bangsar Jalan Telawi are giving away full drink base to riders."
lagi kes kemalangan dilaporkan hari ini july rabu. ngerinye..sampai cam tue jadinya kat kulit belakang...perit oo nak sapu ubat... berhati hati kawan kawan semua,[],More cases of accident were reported today July Wednesday. ngerinye..but cam tue it is on the back skin ...
beshe nampak kedai tulis jam...kedai mamak nie jam plak...lagi sejam diorang tutup kedai dan tdo sejam la kot,[],Beshe saw a clock shop ... a mamak shop plaque ... another hour closed the store and tdo an hour later
bleh plak jiran tue plak malu malu kuching,[],bleh plaque neighbors tue plaque shy kuching
hahaah.. nampak nau rider panda,[],hahaah .. look nau rider panda
we are fighter,[],We Are Fighter
ade awek tercicir beg duit.lokasi tropicana city mall. duia mintak rm nak cukupkan balik ke sentul.,[],Ade busty out of the money bag. Tropicana City Mall. Duia asked RM to return to Sentul.
wahh..macih,[],wahh..but
kalo kawasan besar marah le rider kawasan jiran sebelah,[],if the large area is angry le rider the neighboring area
bebudak grab pj semalam tgok spiderman. so...ada ke tiket spiderman,[],Kids grab PJ yesterday to spiderman. So ... there is a spiderman ticket
fuiyoo kawasan cloack in bangsar dah besar guys..kawasan kitew dah besar ke ?,[],Fuiyoo Cloack Area in Bangsar is great guys..The kitew area is big?
oo nie ke mamasab ..beshe nampak dlm apps diorang nak rider lalamove. dah smpi pun,[],oo nie to mamasab ..beshe looks in apps to rider lalamove. already smpi
adoiyai..xkan dah hari berturutx apps problem,[],Adoiyai..xkan is a consecutive day of the Problem Apps
aik...nampak cam padu pickup kfc jalan telawi,[],Aik ... see a solid cam pickup kfc road
"""ini orng nak langgar saya tadi...masuk signal tak bagi...ketuk tgkap main hp je..nasib baik saya break cepat... kalau tak xtahu lagi... alhamdulillah nyawa ade lagi""kredit fadhlan bangsar",[],"""This is not going to break me ... Signal is not for ... Tap on the hp je..I'm good luck breaking fast ... if you don't know again ... thank God again"""
open house guys..,[],Open house guys ..
adoiyai...bleh pecah plak pintu kaca mcd ss,[],adoiyai ... bleh break plaque glass door mcd ss
lagi sorang customer puji rider kitew cute,[],Another customer praise the kitew cute rider
"lepas maghrib jun , terus order senyap. system down riderskredit nasriq subang",[],"After Maghrib June, keep the order silent. System Down Riderskredit Nasriq Subang"
"pehh....panda dah ada ""special force""",[],"Pehh .... Panda already has ""Special Force"""
biasanya dapat makan mcdonald. takpun hotdog a&amp;w. hari nie customer cancel order paparich. hanya mampu abeskan koetiau goreng je. lagi dua bungkuih nie...alahai...sape nak!!,[],Usually can eat McDonald. Not even hotdog A & amp; w. Today's customer cancel order paparich. It can only be able to keep the fried koetiau. Two more nie ... alahai ... sape nak !!
laluan kedua kalo dah naik paparich nak ke dock d mid valley. kot lupa jalan berliku liku,[],The second route is when the paparich goes to Dock D Mid Valley. Coat forgot the winding road
laluan yg gua biasa pergi ke paparich the garden masuk ikut pintu tue dan tembus subway x silap antara the garden dan mid valley. dari situ naik escolator nak ke ground floor the garden,[],"The usual path to the Paparich The Garden entered the door and the subway x was wrong between The Garden and the Mid Valley. From there, the escolator went to Ground Floor the Garden"
kalo sape yang nak ke paparich the garden bleh ar park kat situ di dock d,[],If you want to go to the paparich the garden bleh ar park there in the dock d
waa...bestnye rider bangsar poie event rider,[],waa ... bestnye rider bangsar poie event rider
terima kasih kepada saudara ahmad lalamove kerana sudi berkongsi tips untuk rider luar sana. semoga bermanafaat,[],Thanks to Brother Ahmad Lalamove for sharing tips for riders out there. Good luck
antara order yg agak kelakar. hantar a&amp;w order cam biasa ke rumah customer. then customer check order yg gua hantar. rupanya order nie x wave delivery. sebelum nie customer dah dpt. bila tgok nd wave nie ada hotdog dan dia x mampu abeskan...dia kasi hotdog kat gua,[],Some of the orders are a bit funny. Send A & amp; w Ordinary Cam Order to the customer's house. Then the customer checked the order I sent. Apparently order nie x wave delivery. Before the customer got it. When ND Wave nie has a hotdog and he can get it ...
satu lagi kemalangan berlaku kepada rider kita. gambar dishare tiada info. any info dari rakanx yang lain,[],Another accident happened to our rider. Dishare pictures have no info. Any info from other friends
aik...gelap je kfc jln university jam pagi nie,[],aik ... dark je kfc jln university this morning
"bleh plak dia advice gua , ""hati hati bro...saye bleh report pasal nie"" . eh...ko punya silap...ko nak sound aku balik. hati agak sedikit panas, tapi dah sejukx jam ..gua malas nak layan",[],"bleh plaque he advised me, ""heartbreak bro ... saye bleh report about nie"". Eh ... I have a mistake ... I want to sound me back. The heart is a bit hot, but it's cool to watch"
"terus gua ambil duit yang dihulur dan pulangkan baki sebanyak rm . baru je nak keluar dari kawasan tersebut, customer tadi call pasal extra money yang dia kasi. so gua pun patah balik nak pulangkan extra money tue. bila berjumpa customer tue balik , bleh plak dia advice...",[],"Then I took the money and returned the remaining RM. Just to get out of the area, the customer called the extra money he had. So I was turning back to return extra money tue. When you meet the customer back, he plaque his advice ..."
agak sedikit bengang ngan sorang customer melayu nie...siap dah tunjuk apps nilai berapa patut bayar iaitu rm . tanpa disengajakan customer tur kasi rm . dan gua plak berangggapan duit yg dibagi exact amount. jam pun dah pagi lebih.otak pun x bleh pikir panjang.,[],A little bit of a Malay customer ... Ready to show the Apps what to pay for is RM. unintentionally the customer is rm. And I have a plaque for money that is shared. It's even more hours.
rantai motor . park sini,[],Motor chain. Park here
baru semalam cakap pasal rider grab bawak kek sekret recepei hancus deliver to customer. hari nie aku terkenaaa...terpaksa pickup kek home made orang thailand buat dari park pj ke scott garden tue...huaaa,[],It was just yesterday that the rider grab the Recepei Secretary Deliver to Customer cake cake. Today I was hit ... had to pickup a Thai home made from PJ PJ to Scott Garden tue ... Huaaa
adoiyai...abes punah kek . secret recepie plak tue.....,[],Adoiyai ... Abes cake. Secret Recepie plak tue .....
padu,[],solid
lalamove guys,[],lalamove guys
pokli subang melaporkan jarinya juga tersepit koyak kulit disebabkan budak main buka pintu kereta. hatix guys,[],Pokli Subang reported that his finger was also stuck in the skin because the boy played the car door. heart guys
sesiapa yang beshe hantar order time hujan bleh ar order wiper nie...comey boh,[],Anyone who sends an order of rain time bleh ar order wiper nie ... comey boh
"hati hati rider, ada sorang kawan kita accident. kereta main bukak pintu kereta tanpa tengok belakang. kesian kawan kita. kulit terkoyak tu . area subangkredit : yusry subang",[],"Rider's heart, a friend of ours was an accident. The car is playing the car door without looking back. Poor friends. That torn skin. Subkredit area: Yusry Subang"
hadoi,[],hadoi
sesiapa nak duit extra ...boleh hubungi jess seperti yang tertera,[],Anyone who wants extra money ... can contact Jess as it appears
"mintak tolong jasa baik saudara semua, motor w n , honda future colour merah hitam (nombor plat) pakcik saya baru hilang tadi di lokasi ppr pantai permai blok d. parking dkt bawah blok, yg mana ada ternampak ke apa boleh chat saya. contact + - est",['motorhilang'],"Ask for the good service of all your brothers, motorcycles, my uncle's black Honda Future Future (plate number) my uncle just disappeared at the PPR Permai Block D. PPR location. The parking lot below the block, where I saw what I could chat. Contact + - Est"
hari ni grabfood launching grab vs spiderman .. rider pakai baju spidermankredit : rizwan,[],Today grabfood launching grab vs spiderman .. rider wearing spidermankredit: rizwan
baru dapat tahu si sammy meninggal dalam kebakaran masa drop delivery kat kedai sparepart area th avenue pj state sane. biasa juga gua hantar kereta gua ngan sammy nie...rip in peace uncle sammy,[],Just learned that Sammy died in a drop delivery fire at the Sparepart area of ??Th Avenue PJ State sane. I used to send my car and Sammy nie ... rip in peace uncle sammy
ternampak di mcd pj old town. ade sesiapa nak join?,[],It appears at McD PJ Old Town. Ade anyone wants to join?
aku rasa dalam banyakx order shift yang aku pernah main...malam ahad // ar yang paling padu. sekali ambik order kat vendor... dapat order...dah drop...ambik order kat vendor...dapat . rasa nak sambung shift lagi...,[],I think in the many orders of the shift I have played ... the most solid Sunday night // ar. One order in the vendor ... can order ... dah drop ... order in vendor ... can. Feel like connecting the shift again ...
rental motorsikal,"['rental', 'bikerental', 'motorbike', 'pj']",motorcycle rental
antara benda yang ditakuti untuk kerja delivery niehkredit : hanif rider subang,[],Among the things that are feared for the delivery work Niehredit: Hanif Rider Subang
salut bro,[],salute bro
peh...kat dah ada panda servis ar.,['muar'],Well ... there is a panda service.
lokasi : petronas pantai dalam yang ada cdm cimb,[],Location: Petronas Beach In -CIMB CDM
nie la kan fm pj kan?,[],nie la kan fm pj right?
dah kali gua nampak kes accident kat jalan nak masuk ke taman jaya petaling jaya. memang kawasan nie rajin eksiden eh?,[],I have seen an accidental case on the road to Taman Jaya Petaling Jaya. Is this the area diligent in the incident eh?
all riders pj.. bank cimb berhampiran tmn dato harun dah tutup.,[],All Riders PJ .. CIMB Bank near Dato Harun is closed.
tarikh : jun masa : petangpanda updateroadrunner update,[],Date: June Time: Evening Updateroadrunner Update
pesanan ini dibawa khas oleh rider padu,[],This order is specially carried by a solid rider
seb baek aku bawak makanan aje. kalo bawa penumpang macam kat thailand...mampus dapat customer cam nie,[],Somehow I brought some food. If you bring a passenger like that to Thailand ... you can get a customer cam nie
pertandingan menampar bontot ...ko hado?,[],Bottot slap competition ... ko hado?
jom rider pj sekalian,[],Let's rider PJ all
kata kata hikmah,[],words of wisdom
sedang aku lepakx tengok handphone...aku terdengar suara sekumpulan remaja dok borak borak sambil bergurau dari arah menara pkns. sekarang jam pagi doe. bangunan pkns tue kan office orang bekerja. hari nie kan awal pagi ahad.,[],While I was watching the phone ... I heard the voice of a group of teenagers docking huddle while joking from the PKNS tower. It's morning. The PKNS building is a job office. Today is early Sunday morning.
hahaha..nie mesti kat pj area nie.,[],hahaha..nie must be in this area.
antara rider wanita yang gua salute...power siak awek camnie,[],Among the women's riders who salute ... Power Siak Camnie
peh..baru hari nie nampak kat mcd bangsar. semalam xde. patot ar beg grab ada kat kaunter serahan.,[],Peh..new today I saw McD Bangsar. Yesterday xde. Patot ar bags grabs are at the delivery counter.
pehh...ade awek boek punye puji rider panda tue,[],Pehh ...
jual biskut raya guna panda lagi padu siak,[],Sell ??the Panda Biscuits for Panda More Siak
customer tengah gila order guna panda detected.,[],Customer is crazy to order panda detected.
ai mok ...orang kutip barang recycle pun pakai bluetooth headset...power ooo,[],Ai mok ... people pick up the recycle items even with Bluetooth Headset ... Power Ooo
benda x penting nak buat ape hajak kan,[],The x is important to make it
peh...terbaik ar yusuf tomyam bangsar nieh...bukan senang nak jumpa kedai hidangkan sekali mentimum + sambal.,[],Peh ... best ar Yusuf Tomyam Bangsar nieh ... It's not easy to find a shop serving + sambal.
geng media dapat invitation untuk event foodpanda nieh. mesti rider pun dah dapat invitation nie kan?,[],"Media gangs get invitation to the foodpanda event. Must be the rider already get this invitation, right?"
peh...datang office naik small scooter . padu doe awek nie. green style,[],Well ... come to the office on a small scooter. Padu doe awek nie. Green Style
"kepada kaki ragut, kaki rompak tu korang kalau nampak post ni.. bertaubat lah, malu dgn brother ni.kredit : owner pic ni.",[],"To the feet of the grazing, the robbery of the robbery if you see this post .. repent, shame on this brother. Credit: Owner pic."
sebab order rider delay,[],Because Order Rider Delay
yea tak yea juga,[],yea tak yea too
terima kasih kfc worker pj coz berikan sedikit minuman dan roti sementara menantikan order customer.,[],Thank you KFC Worker PJ coz Provide some drinks and bread while waiting for customer orders.
lan siro pun bawak grab food,[],Lan Siro even brought a food grab
respect ngan pompuan cam nie. dah le keje delivery makanan...buat kerja time berbuka plak tue. dah jam malam..baru ada can nak makan. terbaik,[],respect only cam cam nie. It's been a delivery of food delivery ... to work hard to break the plaque. It's late at night ... it's just about eating. excellent
seorang rakan fb ternampak beg rider panda atas lori recycle,[],A fb friend saw a panda rider bag on a recycle truck
stock bunga api sampai.. ada sesiapa nak beli tak bunga api... seikat cuma rm. tak bahaya untuk anak...sekali bakar tahan lama... cucuh isyak main smpai subuh.. ... klu nak pm...,[],Stock fireworks .. anyone wants to buy a fireworks ... just RM. It's not dangerous for kids ... once a long burn ... it's a waste of dawn .. ... I want to ...
umangaih...ramainye rider lepak kat mcd bangsar selepas waktu berbuka. ramai nau customer nak kokak burger mcd .,[],Umangaih ... Ramainye Rider hangs out at McD Bangsar after the break. Many customers want to burger McD.
say no racism,[],Say No Racism
ada orang muda agresif berikan bungkusan makanan kat tepi traffic light point dari masjid bangsar nak kona ke mcd bangsar,[],There are aggressive young people give food packages on the side of the traffic light point from the Bangsar Mosque to McD Bangsar
tahniah kerana cekap menyaman orang. tang aduan orang...langsung tak sama laju dengan aktiviti saman,['dbkl'],Congratulations on suing people. Tang complaints of people ... not as fast as the summons
lepas asar bleh pickup bubur lambuk kat masjid bangsar. jam dah tinggal beberapa bekas je,[],Then take a pickup porridge in the Bangsar Mosque. Hours have left some containers
mei . sabtu jam pagi. bleh plak nu sentral tutup pagar keluar masuk rider nak ke loading dock diorang.,[],May. Saturday morning. The plaque of the central plaque closes the fence in and out of the rider to load the dock.
ayoyo..ini macam pun ada,[],Ayoyo..this is like
opocot...tetiba ada kaki bergerak kat bawah tuee,[],Opocot ... suddenly a foot moves under the tuee
pehh...order sempoi punya. dekat pun dekat...kena ramai customer camnie...baru boek,[],Pehh ... Order Sempoi has it. Near near ... there are many customer camnie ... new boek
satu lagi kematian di jb,[],Another death in JB
saya mengucapkan takziah kepada rider melaka &amp; johor yang telah meninggal dalam kemalangan.,[],I express my condolences to the Rider Melaka & amp; Johor died in an accident.
awek rider spotted. alax awek u. buat panda di waktu tengahari bulan puasa. salute doe,[],Awek rider spotted. alax awek u. Make a panda in the afternoon of fasting. salute doe
hader,[],hader
more info,[],more info
promosi menggunakan apps mcd,[],Promotions use MCD Apps
park sini dulu,[],Park here first
bukan panda riders selalu buat kerja malam ke?,[],Isn't Panda Riders always doing night work?
tv. nak tengok semua channel,[],TV. Want to see all the channels
jom sebat satu,[],Let's whip one
bila panda kl nak pakai skuter plak?,[],When do you want to wear a plaque scooter?
wow...memalam sabtu kat padang depan amcorpmall ada senamrobik ar...jom rider yang tunggu order..bleh ar join sekaki,[],Wow ... on Saturday in the front of the Amcorpmall there is a aerobics ar ... Let's rider waiting for the order..bleh ar join
buat rider yang selalu hantar order ke alila bangsar dan mempunyai skill menari..bleh ar apply,[],Make a rider who always sends an order to Alila Bangsar and has a dance skill..bleh ar apply
oo patot ar ramai orang. happy hour rupanya.,[],Oo patot ar many people. Happy hour apparently.
pasar malam di pantai dalam hari rabu,[],Night market on the beach on Wednesday
wow...ada promo mur mur di manhatan fish mid valley.jom serbu,"['manhattanfish', 'midvalley', 'food', 'klrider']",Wow ... there is a promo mur mur in the fish mid valley.jom assembly
riderx sekalian...kalo bawak makanan customer..lek lek santai ok. kalo x jadi cam nie,[],Riderx ... if you bring customer food..lek lek leka ok. if x so cam nie
terima kasih banyakx kfc barat petaling jaya. tanpa dipinta...dihulurkan air untuk penghilang dahaga sementara tunggu makanan client.salute kat staff bernama v. order pickup pun laju. ikhlas rider panda.,"['kfc', 'panda']",Thank you so much KFC West Petaling Jaya. Without being asked ... provided water for thirst remover while waiting for client.salute food to a staff named v. Order pickup is fast. Sincerely Rider Panda.
wahh ...cantiknye pemandangan dari ss,[],Wahh ... pretty scenery from SS
sape ke yang tanya kat mana nak repair handphone roti. lokasi azlan di kota damansara,[],Sape to ask where to repair a bread phone. Azlan's location in Damansara City
senarai harga dan aset,[],list of prices and assets
senarai harga aset untuk dilelong...,[],List of asset prices for auction ...
jom kita lihat hari lelongan kenderaan majlis bandaraya petaling jaya,[],Let's see the day of the Petaling Jaya City Council's vehicle auction
elok nak transfer cimbclick ...jumpa plak natang nie...dah le tue plak...guna pc plak nak update password.,[],Good to transfer Cimbclick ... find a plaque nie ... dah le tue plak ... use pc plak to update password.
dibuat untuk rider yang tidak arif dengan nak pickup order di nu sentral,"['riderpanda', 'foodpanda', 'klrider', 'encikpink']",Made for an uneducated rider with a pickup order in Nu Central
buat riderx yang kepishangan order pagi sabtu nie...,[],Make a riderx with a Saturday morning order ...
so riders...mau ini barang?,[],So riders ... want this stuff?
tumpang tanya..kalo nak cloack in kat sepang...kite kena cloack in kat litar sepang eh?,[],Ask me ... do you want to cloack in Sepang ... see cloack in Sepang Circuit eh?
wah... tengah rolling la tue kan...mesti best kali nie...apex pun alfatihah untuk abang arab yang telah kembali ke rahmatullah,[],Well ... in the middle of rolling la tue ... it must be the best time ... apex is alfatihah for the arab brother who has returned to mercy
sape nak keje? atau ada kengkawan mencari kerja ...opis kat taman medan aje,[],Do you want to? Or there is a team looking for a job ... Opis in Medan Park
cuaca sekarang lain macham...hatix all riders,[],Weather is now another macham ... Harmix All Riders
hahaha...ntah la nok..mamat tue sengal,[],hahaha ... ntah la nok..mamat tue sengal
sape sape nak ke kfc ke..mcd ke...ape ape je la kat nu sentral...bleh park kat dock . belok kanan nanti akan jumpa parcel lift,[],sape sape want to go to kfc ke..mcd ke ... ape ape je la kat nu central ... bleh park kat dock. Turn right later will find parcel elevator
korang suka dok belah mana?,[],Where do you like the dock?
cancel order,[],Cancel order
all panda riders,[],All Panda Riders
jawatan kosong contat number : + -,[],Job Vacancy Contat Number: + -
hello world,[],Hello World
